12:51 AM,28.0,21.9,78,30.36,10.0,Calm,Calm,-,N/A,,Partly Cloudy,0,2015-01-01 05:51:00<br />
1:51 AM,28.9,23.0,78,30.35,10.0,Calm,Calm,-,N/A,,Partly Cloudy,0,2015-01-01 06:51:00<br />
2:51 AM,28.0,24.1,85,30.35,10.0,Calm,Calm,-,N/A,,Partly Cloudy,0,2015-01-01 07:51:00<br />
3:51 AM,27.0,23.0,85,30.32,10.0,Calm,Calm,-,N/A,,Partly Cloudy,0,2015-01-01 08:51:00<br />
4:51 AM,27.0,21.9,81,30.32,9.0,Calm,Calm,-,N/A,,Partly Cloudy,0,2015-01-01 09:51:00<br />
5:51 AM,25.0,21.0,85,30.33,9.0,SW,3.5,-,N/A,,Partly Cloudy,230,2015-01-01 10:51:00<br />
6:51 AM,24.1,19.9,84,30.33,10.0,Calm,Calm,-,N/A,,Partly Cloudy,0,2015-01-01 11:51:00<br />
7:51 AM,26.1,21.0,81,30.35,10.0,Calm,Calm,-,N/A,,Partly Cloudy,0,2015-01-01 12:51:00<br />
8:51 AM,30.0,25.0,82,30.35,10.0,Calm,Calm,-,N/A,,Scattered Clouds,0,2015-01-01 13:51:00<br />
9:51 AM,36.0,25.0,64,30.36,10.0,Calm,Calm,-,N/A,,Partly Cloudy,0,2015-01-01 14:51:00<br />
10:51 AM,42.1,21.0,43,30.35,10.0,SW,3.5,-,N/A,,Partly Cloudy,230,2015-01-01 15:51:00<br />
11:51 AM,45.0,27.0,49,30.31,10.0,SW,9.2,-,N/A,,Partly Cloudy,230,2015-01-01 16:51:00<br />
12:51 PM,48.9,26.1,41,30.28,10.0,West,10.4,-,N/A,,Partly Cloudy,260,2015-01-01 17:51:00<br />
1:51 PM,50.0,28.9,44,30.25,10.0,SW,10.4,-,N/A,,Partly Cloudy,230,2015-01-01 18:51:00<br />
2:51 PM,51.1,30.0,44,30.22,10.0,SW,10.4,-,N/A,,Scattered Clouds,220,2015-01-01 19:51:00<br />
3:51 PM,50.0,30.9,48,30.23,10.0,SW,12.7,-,N/A,,Scattered Clouds,230,2015-01-01 20:51:00<br />
4:51 PM,48.9,32.0,52,30.22,10.0,SW,9.2,-,N/A,,Scattered Clouds,220,2015-01-01 21:51:00<br />
5:51 PM,43.0,30.9,62,30.22,10.0,SSW,5.8,-,N/A,,Scattered Clouds,200,2015-01-01 22:51:00<br />
6:51 PM,41.0,30.0,65,30.24,10.0,SW,4.6,-,N/A,,Scattered Clouds,220,2015-01-01 23:51:00<br />
7:51 PM,43.0,32.0,65,30.22,10.0,SSW,6.9,-,N/A,,Mostly Cloudy,210,2015-01-02 00:51:00<br />
8:51 PM,41.0,32.0,70,30.23,10.0,SW,5.8,-,N/A,,Mostly Cloudy,230,2015-01-02 01:51:00<br />
9:51 PM,42.1,33.1,70,30.23,10.0,SW,6.9,-,N/A,,Mostly Cloudy,230,2015-01-02 02:51:00<br />
10:51 PM,42.1,33.1,70,30.24,10.0,SW,5.8,-,N/A,,Mostly Cloudy,220,2015-01-02 03:51:00<br />
11:51 PM,42.1,34.0,73,30.24,10.0,SW,5.8,-,N/A,,Mostly Cloudy,230,2015-01-02 04:51:00<br />
12:51 AM,28.0,24.1,85,30.45,7.0,Calm,Calm,-,N/A,Fog,Patches of Fog,0,2014-12-31 05:51:00<br />
1:51 AM,28.0,24.1,85,30.44,7.0,Calm,Calm,-,N/A,Fog,Patches of Fog,0,2014-12-31 06:51:00<br />
2:51 AM,27.0,24.1,89,30.45,0.5,Calm,Calm,-,N/A,Fog,Light Freezing Fog,0,2014-12-31 07:51:00<br />
3:18 AM,26.6,24.8,93,30.44,7.0,Calm,Calm,-,N/A,Fog,Patches of Fog,0,2014-12-31 08:18:00<br />
3:51 AM,28.0,25.0,88,30.45,7.0,Calm,Calm,-,N/A,Fog,Patches of Fog,0,2014-12-31 08:51:00<br />
4:51 AM,27.0,24.1,89,30.44,9.0,Calm,Calm,-,N/A,Fog,Patches of Fog,0,2014-12-31 09:51:00<br />
5:51 AM,27.0,23.0,85,30.45,10.0,Calm,Calm,-,N/A,,Mostly Cloudy,0,2014-12-31 10:51:00<br />
6:51 AM,28.0,25.0,88,30.46,10.0,Calm,Calm,-,N/A,,Mostly Cloudy,0,2014-12-31 11:51:00<br />
7:51 AM,28.9,26.1,89,30.47,10.0,Calm,Calm,-,N/A,,Mostly Cloudy,0,2014-12-31 12:51:00<br />
8:51 AM,30.9,28.0,89,30.47,10.0,Calm,Calm,-,N/A,,Mostly Cloudy,0,2014-12-31 13:51:00<br />
9:51 AM,33.1,27.0,78,30.48,10.0,Calm,Calm,-,N/A,,Mostly Cloudy,0,2014-12-31 14:51:00<br />
10:51 AM,37.9,27.0,65,30.48,10.0,Variable,4.6,-,N/A,,Mostly Cloudy,0,2014-12-31 15:51:00<br />
11:51 AM,41.0,21.0,45,30.45,10.0,Variable,5.8,-,N/A,,Mostly Cloudy,0,2014-12-31 16:51:00<br />
12:51 PM,43.0,21.0,42,30.42,10.0,Variable,4.6,-,N/A,,Scattered Clouds,0,2014-12-31 17:51:00<br />
1:51 PM,45.0,16.0,31,30.38,10.0,West,6.9,-,N/A,,Scattered Clouds,270,2014-12-31 18:51:00<br />
2:51 PM,45.0,18.0,34,30.37,10.0,West,5.8,-,N/A,,Mostly Cloudy,270,2014-12-31 19:51:00<br />
3:51 PM,44.1,19.0,37,30.39,10.0,Variable,4.6,-,N/A,,Mostly Cloudy,0,2014-12-31 20:51:00<br />
4:51 PM,42.1,19.9,41,30.38,10.0,Calm,Calm,-,N/A,,Mostly Cloudy,0,2014-12-31 21:51:00<br />
5:51 PM,39.9,23.0,51,30.38,10.0,Calm,Calm,-,N/A,,Mostly Cloudy,0,2014-12-31 22:51:00<br />
6:51 PM,37.0,21.0,52,30.38,10.0,Calm,Calm,-,N/A,,Mostly Cloudy,0,2014-12-31 23:51:00<br />
7:51 PM,33.1,24.1,70,30.38,10.0,Calm,Calm,-,N/A,,Scattered Clouds,0,2015-01-01 00:51:00<br />
8:51 PM,32.0,24.1,73,30.38,10.0,Calm,Calm,-,N/A,,Partly Cloudy,0,2015-01-01 01:51:00<br />
9:51 PM,28.9,23.0,78,30.37,10.0,Calm,Calm,-,N/A,,Partly Cloudy,0,2015-01-01 02:51:00<br />
10:51 PM,28.9,23.0,78,30.37,10.0,Calm,Calm,-,N/A,,Clear,0,2015-01-01 03:51:00<br />
11:51 PM,28.0,23.0,81,30.37,10.0,Calm,Calm,-,N/A,,Partly Cloudy,0,2015-01-01 04:51:00<br />
12:51 AM,39.9,37.0,89,30.20,3.0,ENE,6.9,-,0.00,,Light Drizzle,60,2014-12-30 05:51:00<br />
1:51 AM,39.9,36.0,86,30.20,3.0,ENE,8.1,-,0.00,,Light Drizzle,70,2014-12-30 06:51:00<br />
2:51 AM,39.0,36.0,89,30.21,9.0,ENE,6.9,-,0.00,,Light Drizzle,60,2014-12-30 07:51:00<br />
3:51 AM,39.0,36.0,89,30.23,9.0,NE,6.9,-,0.00,,Light Drizzle,40,2014-12-30 08:51:00<br />
4:51 AM,39.0,36.0,89,30.25,4.0,NNE,5.8,-,0.00,,Light Drizzle,20,2014-12-30 09:51:00<br />
5:51 AM,37.9,35.1,89,30.26,3.0,NNE,13.8,18.4,0.00,,Light Drizzle,30,2014-12-30 10:51:00<br />
6:08 AM,37.4,33.8,87,30.26,3.0,NE,16.1,21.9,0.00,,Light Drizzle,50,2014-12-30 11:08:00<br />
6:34 AM,37.4,33.8,87,30.27,3.0,NNE,9.2,-,0.00,,Light Drizzle,30,2014-12-30 11:34:00<br />
6:51 AM,37.0,33.1,86,30.29,6.0,NE,10.4,18.4,0.00,,Light Drizzle,40,2014-12-30 11:51:00<br />
7:51 AM,37.0,34.0,89,30.32,3.0,NE,9.2,-,0.01,Rain,Light Rain,40,2014-12-30 12:51:00<br />
8:24 AM,37.4,33.8,87,30.32,3.0,NE,5.8,-,0.00,Rain,Light Rain,40,2014-12-30 13:24:00<br />
8:51 AM,37.9,34.0,86,30.34,4.0,NNE,9.2,-,0.00,,Light Drizzle,30,2014-12-30 13:51:00<br />
9:51 AM,37.9,34.0,86,30.36,4.0,NE,6.9,-,0.01,,Light Drizzle,40,2014-12-30 14:51:00<br />
10:51 AM,37.0,33.1,86,30.38,6.0,NNE,9.2,-,0.00,,Overcast,30,2014-12-30 15:51:00<br />
11:51 AM,37.0,33.1,86,30.36,7.0,NNE,8.1,-,N/A,,Overcast,30,2014-12-30 16:51:00<br />
12:51 PM,37.9,33.1,83,30.34,9.0,NE,8.1,-,N/A,,Overcast,40,2014-12-30 17:51:00<br />
1:51 PM,39.9,33.1,77,30.34,10.0,Variable,5.8,-,N/A,,Overcast,0,2014-12-30 18:51:00<br />
2:51 PM,39.9,32.0,73,30.35,10.0,NE,8.1,-,N/A,,Mostly Cloudy,40,2014-12-30 19:51:00<br />
3:51 PM,39.9,30.9,70,30.37,10.0,NNE,8.1,-,N/A,,Mostly Cloudy,30,2014-12-30 20:51:00<br />
4:51 PM,39.0,30.0,70,30.39,10.0,NE,4.6,-,N/A,,Mostly Cloudy,40,2014-12-30 21:51:00<br />
5:40 PM,37.4,30.2,75,30.40,10.0,Calm,Calm,-,N/A,,Scattered Clouds,0,2014-12-30 22:40:00<br />
5:51 PM,37.0,30.0,76,30.41,10.0,Calm,Calm,-,N/A,,Scattered Clouds,0,2014-12-30 22:51:00<br />
6:51 PM,35.1,30.0,82,30.42,10.0,Calm,Calm,-,N/A,,Scattered Clouds,0,2014-12-30 23:51:00<br />
7:51 PM,33.1,28.9,85,30.44,7.0,Calm,Calm,-,N/A,,Partly Cloudy,0,2014-12-31 00:51:00<br />
8:51 PM,30.9,27.0,85,30.44,10.0,Calm,Calm,-,N/A,,Clear,0,2014-12-31 01:51:00<br />
9:51 PM,30.0,28.0,92,30.44,10.0,Calm,Calm,-,N/A,Fog,Patches of Fog,0,2014-12-31 02:51:00<br />
10:51 PM,28.9,27.0,92,30.45,10.0,Calm,Calm,-,N/A,Fog,Patches of Fog,0,2014-12-31 03:51:00<br />
11:51 PM,28.9,25.0,85,30.45,7.0,Calm,Calm,-,N/A,Fog,Patches of Fog,0,2014-12-31 04:51:00<br />
12:51 AM,55.0,53.1,93,30.05,0.1,Calm,Calm,-,N/A,,Overcast,0,2014-12-29 05:51:00<br />
1:51 AM,55.0,53.1,93,30.05,0.1,Calm,Calm,-,N/A,Fog,Fog,0,2014-12-29 06:51:00<br />
2:48 AM,55.4,53.6,94,30.06,2.0,North,4.6,-,0.00,,Light Drizzle,10,2014-12-29 07:48:00<br />
2:51 AM,55.0,53.1,93,30.06,2.0,Variable,4.6,-,0.00,Rain,Light Rain,0,2014-12-29 07:51:00<br />
3:19 AM,55.4,51.8,88,30.05,2.0,NE,5.8,-,0.01,Rain,Light Rain,40,2014-12-29 08:19:00<br />
3:32 AM,53.6,51.8,94,30.06,6.0,Variable,3.5,-,0.01,Rain,Light Rain,0,2014-12-29 08:32:00<br />
3:51 AM,54.0,52.0,93,30.06,5.0,NNE,4.6,-,0.03,Rain,Light Rain,30,2014-12-29 08:51:00<br />
4:51 AM,53.1,50.0,89,30.04,3.0,NNE,9.2,-,0.07,Rain,Light Rain,30,2014-12-29 09:51:00<br />
5:51 AM,53.1,50.0,89,30.07,3.0,ENE,4.6,-,0.19,Rain,Rain,60,2014-12-29 10:51:00<br />
6:44 AM,51.8,48.2,88,30.06,3.0,NNE,8.1,-,0.05,Rain,Light Rain,30,2014-12-29 11:44:00<br />
6:51 AM,52.0,48.9,89,30.06,3.0,NE,8.1,-,0.06,Rain,Light Rain,40,2014-12-29 11:51:00<br />
7:51 AM,52.0,48.9,89,30.09,5.0,East,6.9,-,0.16,Rain,Light Rain,80,2014-12-29 12:51:00<br />
8:51 AM,52.0,48.9,89,30.13,6.0,ENE,4.6,-,0.11,Rain,Light Rain,70,2014-12-29 13:51:00<br />
9:51 AM,53.1,48.9,86,30.12,7.0,East,5.8,-,0.05,Rain,Light Rain,80,2014-12-29 14:51:00<br />
10:51 AM,53.1,50.0,89,30.12,10.0,ENE,5.8,-,0.01,Rain,Light Rain,60,2014-12-29 15:51:00<br />
11:51 AM,52.0,48.9,89,30.10,3.0,NE,8.1,-,0.01,Rain,Light Rain,50,2014-12-29 16:51:00<br />
12:51 PM,51.1,46.9,86,30.08,8.0,NE,6.9,-,0.00,,Overcast,40,2014-12-29 17:51:00<br />
1:51 PM,50.0,46.0,86,30.10,2.0,NNE,8.1,-,0.00,,Light Drizzle,20,2014-12-29 18:51:00<br />
2:05 PM,48.2,46.4,93,30.10,1.2,NNE,10.4,-,0.02,Rain,Light Rain,30,2014-12-29 19:05:00<br />
2:51 PM,48.0,45.0,89,30.10,5.0,NNE,10.4,-,0.03,,Light Drizzle,20,2014-12-29 19:51:00<br />
3:51 PM,46.0,43.0,89,30.11,10.0,NNE,8.1,-,0.00,,Light Drizzle,20,2014-12-29 20:51:00<br />
4:51 PM,45.0,41.0,86,30.12,10.0,NE,6.9,-,0.00,,Overcast,40,2014-12-29 21:51:00<br />
5:51 PM,44.1,39.9,85,30.14,10.0,NE,9.2,-,N/A,,Overcast,40,2014-12-29 22:51:00<br />
6:51 PM,43.0,39.0,86,30.16,8.0,NNE,6.9,-,N/A,,Overcast,20,2014-12-29 23:51:00<br />
7:51 PM,42.1,39.0,89,30.18,7.0,NE,10.4,-,0.00,,Light Drizzle,50,2014-12-30 00:51:00<br />
8:51 PM,42.1,39.0,89,30.18,2.5,NNE,6.9,-,0.00,,Light Drizzle,30,2014-12-30 01:51:00<br />
9:35 PM,42.8,39.2,87,30.19,4.0,NE,6.9,-,0.00,,Light Drizzle,40,2014-12-30 02:35:00<br />
9:51 PM,42.1,39.0,89,30.19,3.0,NE,5.8,-,0.00,,Light Drizzle,40,2014-12-30 02:51:00<br />
10:51 PM,41.0,37.9,89,30.20,4.0,NNE,9.2,-,0.00,,Light Drizzle,30,2014-12-30 03:51:00<br />
11:51 PM,41.0,37.9,89,30.20,3.0,NE,6.9,-,0.00,,Light Drizzle,40,2014-12-30 04:51:00<br />
12:51 AM,50.0,37.9,63,30.16,10.0,SW,4.6,-,N/A,,Overcast,230,2014-12-28 05:51:00<br />
1:51 AM,48.9,37.9,66,30.15,10.0,SW,6.9,-,N/A,,Overcast,220,2014-12-28 06:51:00<br />
2:51 AM,48.0,39.0,71,30.14,10.0,SW,4.6,-,N/A,,Overcast,230,2014-12-28 07:51:00<br />
3:51 AM,51.1,41.0,68,30.10,10.0,SW,6.9,-,N/A,,Overcast,220,2014-12-28 08:51:00<br />
4:51 AM,52.0,44.1,74,30.08,10.0,SW,8.1,-,N/A,,Overcast,220,2014-12-28 09:51:00<br />
5:51 AM,53.1,45.0,74,30.07,10.0,SW,8.1,-,N/A,,Overcast,230,2014-12-28 10:51:00<br />
6:51 AM,53.1,46.9,80,30.07,10.0,SW,10.4,-,0.00,Rain,Light Rain,220,2014-12-28 11:51:00<br />
7:51 AM,54.0,48.0,80,30.06,10.0,SW,8.1,-,0.00,,Mostly Cloudy,230,2014-12-28 12:51:00<br />
8:51 AM,55.9,48.9,77,30.08,10.0,SW,15.0,-,N/A,,Mostly Cloudy,230,2014-12-28 13:51:00<br />
9:21 AM,57.2,50.0,77,30.09,10.0,SW,11.5,-,N/A,,Mostly Cloudy,230,2014-12-28 14:21:00<br />
9:51 AM,57.0,50.0,77,30.08,10.0,SW,12.7,-,N/A,,Mostly Cloudy,230,2014-12-28 14:51:00<br />
10:51 AM,57.9,51.1,78,30.08,10.0,WSW,10.4,-,N/A,,Overcast,250,2014-12-28 15:51:00<br />
11:19 AM,57.2,51.8,82,30.07,10.0,WSW,8.1,-,N/A,,Overcast,250,2014-12-28 16:19:00<br />
11:51 AM,57.9,52.0,81,30.06,10.0,WSW,9.2,-,N/A,,Overcast,240,2014-12-28 16:51:00<br />
12:51 PM,59.0,53.1,81,30.02,10.0,WSW,8.1,-,N/A,,Overcast,250,2014-12-28 17:51:00<br />
1:51 PM,60.1,53.1,78,30.01,10.0,WSW,9.2,-,N/A,,Overcast,250,2014-12-28 18:51:00<br />
2:26 PM,60.8,53.6,77,30.00,10.0,SW,6.9,-,N/A,,Mostly Cloudy,230,2014-12-28 19:26:00<br />
2:51 PM,61.0,54.0,78,30.01,10.0,SW,10.4,-,N/A,,Overcast,230,2014-12-28 19:51:00<br />
3:51 PM,59.0,55.0,87,30.02,6.0,WSW,4.6,-,0.01,,Overcast,240,2014-12-28 20:51:00<br />
4:51 PM,59.0,55.0,87,30.04,8.0,SW,6.9,-,N/A,,Overcast,230,2014-12-28 21:51:00<br />
5:51 PM,57.9,54.0,87,30.04,9.0,SW,6.9,-,N/A,,Overcast,220,2014-12-28 22:51:00<br />
6:36 PM,57.2,53.6,88,30.04,9.0,SSW,4.6,-,N/A,,Overcast,210,2014-12-28 23:36:00<br />
6:51 PM,57.0,54.0,89,30.05,9.0,Calm,Calm,-,N/A,,Overcast,0,2014-12-28 23:51:00<br />
7:51 PM,57.0,54.0,89,30.05,7.0,SSW,4.6,-,N/A,,Mostly Cloudy,210,2014-12-29 00:51:00<br />
8:51 PM,55.0,53.1,93,30.06,4.0,Calm,Calm,-,N/A,,Scattered Clouds,0,2014-12-29 01:51:00<br />
9:41 PM,53.6,51.8,94,30.07,1.5,Calm,Calm,-,N/A,,Mostly Cloudy,0,2014-12-29 02:41:00<br />
9:51 PM,55.0,53.1,93,30.07,1.5,Calm,Calm,-,N/A,,Overcast,0,2014-12-29 02:51:00<br />
9:59 PM,55.4,53.6,94,30.08,0.2,Calm,Calm,-,N/A,,Overcast,0,2014-12-29 02:59:00<br />
10:34 PM,55.4,53.6,94,30.09,0.1,Calm,Calm,-,N/A,Fog,Fog,0,2014-12-29 03:34:00<br />
10:51 PM,55.0,54.0,96,30.08,0.1,SW,3.5,-,N/A,Fog,Fog,220,2014-12-29 03:51:00<br />
11:51 PM,55.0,53.1,93,30.07,0.1,Calm,Calm,-,N/A,Fog,Fog,0,2014-12-29 04:51:00<br />
